Trace1,,,,Trace2,,,,
Freq,,Amp,,Freq,,Amp,,
            68370620,Hz,              -59.56, dBm,            68370620,Hz,              -57.86, dBm,
            68385397,Hz,              -52.30, dBm,            68385397,Hz,              -57.46, dBm,
            68400174,Hz,              -53.49, dBm,            68400174,Hz,              -57.38, dBm,
            68414951,Hz,              -53.11, dBm,            68414951,Hz,              -57.83, dBm,
            68429728,Hz,              -57.24, dBm,            68429728,Hz,              -57.70, dBm,
            68444505,Hz,              -60.86, dBm,            68444505,Hz,              -57.18, dBm,
            68459282,Hz,              -59.32, dBm,            68459282,Hz,              -57.54, dBm,
            68474059,Hz,              -56.61, dBm,            68474059,Hz,              -57.49, dBm,
            68488836,Hz,              -60.55, dBm,            68488836,Hz,              -57.28, dBm,
            68503613,Hz,              -60.97, dBm,            68503613,Hz,              -57.34, dBm,
            68518390,Hz,              -50.93, dBm,            68518390,Hz,              -57.16, dBm,
            68533167,Hz,              -62.38, dBm,            68533167,Hz,              -56.69, dBm,
            68547944,Hz,              -54.49, dBm,            68547944,Hz,              -57.00, dBm,
            68562721,Hz,              -50.84, dBm,            68562721,Hz,              -56.75, dBm,
            68577498,Hz,              -52.21, dBm,            68577498,Hz,              -56.55, dBm,
            68592275,Hz,              -56.97, dBm,            68592275,Hz,              -56.76, dBm,
            68607052,Hz,              -57.14, dBm,            68607052,Hz,              -56.69, dBm,
            68621829,Hz,              -56.61, dBm,            68621829,Hz,              -56.22, dBm,
            68636606,Hz,              -54.84, dBm,            68636606,Hz,              -56.76, dBm,
            68651383,Hz,              -57.71, dBm,            68651383,Hz,              -56.91, dBm,
            68666160,Hz,              -52.06, dBm,            68666160,Hz,              -56.87, dBm,
            68680937,Hz,              -55.91, dBm,            68680937,Hz,              -56.58, dBm,
            68695714,Hz,              -53.13, dBm,            68695714,Hz,              -56.58, dBm,
            68710491,Hz,              -52.29, dBm,            68710491,Hz,              -56.33, dBm,
            68725268,Hz,              -52.37, dBm,            68725268,Hz,              -56.46, dBm,
            68740045,Hz,              -52.79, dBm,            68740045,Hz,              -56.32, dBm,
            68754822,Hz,              -57.04, dBm,            68754822,Hz,              -56.08, dBm,
            68769599,Hz,              -52.41, dBm,            68769599,Hz,              -56.14, dBm,
            68784376,Hz,              -56.01, dBm,            68784376,Hz,              -55.87, dBm,
            68799153,Hz,              -55.82, dBm,            68799153,Hz,              -56.11, dBm,
            68813930,Hz,              -54.95, dBm,            68813930,Hz,              -55.97, dBm,
            68828707,Hz,              -56.01, dBm,            68828707,Hz,              -56.16, dBm,
            68843484,Hz,              -56.73, dBm,            68843484,Hz,              -55.73, dBm,
            68858261,Hz,              -56.78, dBm,            68858261,Hz,              -55.92, dBm,
            68873038,Hz,              -52.31, dBm,            68873038,Hz,              -56.00, dBm,
            68887815,Hz,              -55.07, dBm,            68887815,Hz,              -56.16, dBm,
            68902592,Hz,              -54.98, dBm,            68902592,Hz,              -56.31, dBm,
            68917369,Hz,              -55.63, dBm,            68917369,Hz,              -56.27, dBm,
            68932146,Hz,              -55.64, dBm,            68932146,Hz,              -55.94, dBm,
