Trace1,
Freq,,Amp,,
           105908782,Hz,              -96.05, dBm,
           105922277,Hz,              -96.24, dBm,
           105935772,Hz,              -96.12, dBm,
           105949267,Hz,              -96.35, dBm,
           105962762,Hz,              -96.19, dBm,
           105976257,Hz,              -96.01, dBm,
           105989752,Hz,              -96.27, dBm,
           106003247,Hz,              -96.13, dBm,
           106016742,Hz,              -96.03, dBm,
           106030237,Hz,              -96.36, dBm,
           106043732,Hz,              -96.26, dBm,
           106057227,Hz,              -96.17, dBm,
           106070722,Hz,              -96.50, dBm,
           106084217,Hz,              -96.46, dBm,
           106097712,Hz,              -96.46, dBm,
           106111207,Hz,              -96.34, dBm,
           106124702,Hz,              -96.51, dBm,
           106138197,Hz,              -96.26, dBm,
           106151692,Hz,              -96.33, dBm,
           106165187,Hz,              -96.61, dBm,
           106178682,Hz,              -96.51, dBm,
           106192177,Hz,              -96.31, dBm,
           106205672,Hz,              -96.52, dBm,
           106219167,Hz,              -96.29, dBm,
           106232662,Hz,              -96.08, dBm,
           106246157,Hz,              -96.32, dBm,
           106259652,Hz,              -96.55, dBm,
           106273147,Hz,              -96.54, dBm,
           106286642,Hz,              -96.44, dBm,
           106300137,Hz,              -96.35, dBm,
           106313632,Hz,              -96.59, dBm,
           106327127,Hz,              -96.33, dBm,
           106340622,Hz,              -96.58, dBm,
           106354117,Hz,              -96.59, dBm,
           106367612,Hz,              -96.72, dBm,
           106381107,Hz,              -96.56, dBm,
           106394602,Hz,              -96.49, dBm,
           106408097,Hz,              -96.62, dBm,
           106421592,Hz,              -96.66, dBm,
           106435087,Hz,              -96.65, dBm,
           106448582,Hz,              -96.46, dBm,
           106462077,Hz,              -96.78, dBm,
           106475572,Hz,              -96.32, dBm,
           106489067,Hz,              -96.46, dBm,
           106502562,Hz,              -96.50, dBm,
           106516057,Hz,              -96.71, dBm,
           106529552,Hz,              -96.72, dBm,
           106543047,Hz,              -96.70, dBm,
           106556542,Hz,              -96.54, dBm,
           106570037,Hz,              -96.45, dBm,
           106583532,Hz,              -96.60, dBm,
           106597027,Hz,              -96.67, dBm,
           106610522,Hz,              -96.81, dBm,
           106624017,Hz,              -96.60, dBm,
           106637512,Hz,              -96.52, dBm,
           106651007,Hz,              -96.49, dBm,
           106664502,Hz,              -96.76, dBm,
           106677997,Hz,              -96.69, dBm,
           106691492,Hz,              -96.60, dBm,
           106704987,Hz,              -96.51, dBm,
           106718482,Hz,              -96.77, dBm,
           106731977,Hz,              -96.74, dBm,
           106745472,Hz,              -96.65, dBm,
           106758967,Hz,              -96.66, dBm,
           106772462,Hz,              -96.61, dBm,
           106785957,Hz,              -96.79, dBm,
           106799452,Hz,              -96.68, dBm,
           106812947,Hz,              -96.72, dBm,
           106826442,Hz,              -96.96, dBm,
           106839937,Hz,              -96.61, dBm,
           106853432,Hz,              -96.77, dBm,
           106866927,Hz,              -96.63, dBm,
           106880422,Hz,              -96.83, dBm,
           106893917,Hz,              -96.61, dBm,
           106907412,Hz,              -96.86, dBm,
           106920907,Hz,              -96.51, dBm,
           106934402,Hz,              -96.66, dBm,
           106947897,Hz,              -96.48, dBm,
           106961392,Hz,              -96.74, dBm,
           106974887,Hz,              -96.77, dBm,
           106988382,Hz,              -96.58, dBm,
           107001877,Hz,              -96.76, dBm,
           107015372,Hz,              -96.69, dBm,
           107028867,Hz,              -96.76, dBm,
           107042362,Hz,              -96.46, dBm,
           107055857,Hz,              -96.68, dBm,
           107069352,Hz,              -96.77, dBm,
           107082847,Hz,              -96.75, dBm,
           107096342,Hz,              -96.70, dBm,
           107109837,Hz,              -96.72, dBm,
           107123332,Hz,              -96.98, dBm,
           107136827,Hz,              -96.71, dBm,
           107150322,Hz,              -96.72, dBm,
           107163817,Hz,              -96.72, dBm,
           107177312,Hz,              -96.56, dBm,
           107190807,Hz,              -96.66, dBm,
           107204302,Hz,              -96.76, dBm,
           107217797,Hz,              -96.92, dBm,
           107231292,Hz,              -96.57, dBm,
           107244787,Hz,              -96.54, dBm,
           107258282,Hz,              -96.69, dBm,
           107271777,Hz,              -96.80, dBm,
           107285272,Hz,              -96.71, dBm,
           107298767,Hz,              -96.84, dBm,
           107312262,Hz,              -96.80, dBm,
           107325757,Hz,              -96.83, dBm,
           107339252,Hz,              -96.89, dBm,
           107352747,Hz,              -96.89, dBm,
           107366242,Hz,              -96.84, dBm,
           107379737,Hz,              -97.01, dBm,
           107393232,Hz,              -96.90, dBm,
           107406727,Hz,              -96.85, dBm,
           107420222,Hz,              -96.86, dBm,
           107433717,Hz,              -96.86, dBm,
           107447212,Hz,              -96.96, dBm,
           107460707,Hz,              -96.75, dBm,
           107474202,Hz,              -96.77, dBm,
           107487697,Hz,              -96.50, dBm,
           107501192,Hz,              -96.84, dBm,
           107514687,Hz,              -96.90, dBm,
           107528182,Hz,              -96.78, dBm,
           107541677,Hz,              -96.87, dBm,
           107555172,Hz,              -96.62, dBm,
           107568667,Hz,              -96.95, dBm,
           107582162,Hz,              -96.68, dBm,
           107595657,Hz,              -96.78, dBm,
           107609152,Hz,              -96.82, dBm,
           107622647,Hz,              -96.97, dBm,
           107636142,Hz,              -96.94, dBm,
           107649637,Hz,              -97.04, dBm,
           107663132,Hz,              -96.74, dBm,
           107676627,Hz,              -96.74, dBm,
           107690122,Hz,              -96.77, dBm,
           107703617,Hz,              -96.93, dBm,
           107717112,Hz,              -96.98, dBm,
           107730607,Hz,              -96.83, dBm,
           107744102,Hz,              -96.64, dBm,
           107757597,Hz,              -96.75, dBm,
           107771092,Hz,              -96.88, dBm,
           107784587,Hz,              -96.98, dBm,
           107798082,Hz,              -96.78, dBm,
           107811577,Hz,              -96.94, dBm,
           107825072,Hz,              -96.71, dBm,
           107838567,Hz,              -96.99, dBm,
           107852062,Hz,              -97.00, dBm,
           107865557,Hz,              -96.90, dBm,
           107879052,Hz,              -96.93, dBm,
           107892547,Hz,              -96.76, dBm,
           107906042,Hz,              -96.80, dBm,
